,album,track_number,explicit,release_date,song_name,artists,info,album_number,duration_minutes
801,Drowning By Proxy,8,0,2009-05-01,Cut,Full Catastrophe Living,Cut Full Catastrophe Living Drowning By Proxy,1,4.37
802,Drowning By Proxy,9,0,2009-05-01,Ride Into the Sun,Full Catastrophe Living,Ride Into the Sun Full Catastrophe Living Drowning By Proxy,1,6.35
803,Drowning By Proxy,10,0,2009-05-01,Sunset Gun,Full Catastrophe Living,Sunset Gun Full Catastrophe Living Drowning By Proxy,1,3.43
804,Drowning By Proxy,11,0,2009-05-01,Strange,Full Catastrophe Living,Strange Full Catastrophe Living Drowning By Proxy,1,2.43
805,Drowning By Proxy,12,0,2009-05-01,Home,Full Catastrophe Living,Home Full Catastrophe Living Drowning By Proxy,1,2.17
806,Annunciation,1,0,1994-03-14,Youll Be Satisfied,The Subdudes,Youll Be Satisfied The Subdudes Annunciation,1,3.91
807,Annunciation,2,0,1994-03-14,Why Cant I Forget About You,The Subdudes,Why Cant I Forget About You The Subdudes Annunciation,1,4.48
808,Annunciation,3,0,1994-03-14,Angel To Be,The Subdudes,Angel To Be The Subdudes Annunciation,1,3.69
809,Annunciation,4,0,1994-03-14,I Know,The Subdudes,I Know The Subdudes Annunciation,1,4.58
810,Annunciation,5,0,1994-03-14,Late At Night,The Subdudes,Late At Night The Subdudes Annunciation,1,3.65
811,Annunciation,6,0,1994-03-14,Miss Love,The Subdudes,Miss Love The Subdudes Annunciation,1,4.24
812,Annunciation,7,0,1994-03-14,Poverty,The Subdudes,Poverty The Subdudes Annunciation,1,4.86
813,Annunciation,8,0,1994-03-14,Message Man,The Subdudes,Message Man The Subdudes Annunciation,1,4.45
814,Annunciation,9,0,1994-03-14,Save Me,The Subdudes,Save Me The Subdudes Annunciation,1,4.15
815,Annunciation,10,0,1994-03-14,Fountains Flow,The Subdudes,Fountains Flow The Subdudes Annunciation,1,3.53
816,Annunciation,11,0,1994-03-14,Cold Nights,The Subdudes,Cold Nights The Subdudes Annunciation,1,4.45
817,Annunciation,12,0,1994-03-14,Sugar Pie,The Subdudes,Sugar Pie The Subdudes Annunciation,1,3.7
818,Annunciation,13,0,1994-03-14,Its So Hard,The Subdudes,Its So Hard The Subdudes Annunciation,1,5.23
819,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,0,1996-01-11,Ases y Tercia de Reyes,Juan Gabriel,Ases y Tercia de Reyes Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,1.88
820,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,2,0,1996-01-11,Lágrimas y Lluvia,Juan Gabriel,Lágrimas y Lluvia Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,3.0
821,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,3,0,1996-01-11,Se Me Olvidó Otra Vez,Juan Gabriel,Se Me Olvidó Otra Vez Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,2.93
822,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,4,0,1996-01-11,Esta Noche Voy a Verla,Juan Gabriel,Esta Noche Voy a Verla Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,2.58
823,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,5,0,1996-01-11,La Muerte del Palomo,Juan Gabriel,La Muerte del Palomo Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,3.45
824,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,6,0,1996-01-11,Estoy Enamorado de Ti,Juan Gabriel,Estoy Enamorado de Ti Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,3.24
825,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,7,0,1996-01-11,Qué Chasco Me Llevé,Juan Gabriel,Qué Chasco Me Llevé Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,2.4
826,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,8,0,1996-01-11,Que Sea Mi Condena,Juan Gabriel,Que Sea Mi Condena Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,3.16
827,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,9,0,1996-01-11,Si Dios Me Ayuda,Juan Gabriel,Si Dios Me Ayuda Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,3.01
828,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,10,0,1996-01-11,¿Dónde Andará,Juan Gabriel,¿Dónde Andará Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,1.74
829,Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,11,0,1996-01-11,Mañana Te Acordaras,Juan Gabriel,Mañana Te Acordaras Juan Gabriel Con El Mariachi Vargas De Tecalitlan with El Mariachi Vargas de Tecalitlán,1,3.93
830,La Place Demon,1,0,2011-04-01,The End Is The Same As The Beginning,Tied  Tickled Trio Billy Hart,The End Is The Same As The Beginning Tied  Tickled Trio Billy Hart La Place Demon,1,2.4
831,La Place Demon,2,0,2011-04-01,The Three Doors Pt 1,Tied  Tickled Trio Billy Hart,The Three Doors Pt 1 Tied  Tickled Trio Billy Hart La Place Demon,1,10.76
832,La Place Demon,3,0,2011-04-01,Calaca,Tied  Tickled Trio Billy Hart,Calaca Tied  Tickled Trio Billy Hart La Place Demon,1,5.8
833,La Place Demon,4,0,2011-04-01,Violent Collaborations Pt 1,Tied  Tickled Trio Billy Hart,Violent Collaborations Pt 1 Tied  Tickled Trio Billy Hart La Place Demon,1,5.81
834,La Place Demon,5,0,2011-04-01,The Three Doors Pt 2,Tied  Tickled Trio Billy Hart,The Three Doors Pt 2 Tied  Tickled Trio Billy Hart La Place Demon,1,6.46
835,La Place Demon,6,0,2011-04-01,Violent Collaborations Pt 2,Tied  Tickled Trio Billy Hart,Violent Collaborations Pt 2 Tied  Tickled Trio Billy Hart La Place Demon,1,2.42
836,La Place Demon,7,0,2011-04-01,Lonely WomanExit La Place DemonThe Electronic Family,Tied  Tickled Trio Billy Hart,Lonely WomanExit La Place DemonThe Electronic Family Tied  Tickled Trio Billy Hart La Place Demon,1,11.23
837,La Place Demon,8,0,2011-04-01,The Three Doors Pt 3,Tied  Tickled Trio Billy Hart,The Three Doors Pt 3 Tied  Tickled Trio Billy Hart La Place Demon,1,5.51
838,La Place Demon,9,0,2011-04-01,Ghost Allaround,Tied  Tickled Trio Billy Hart,Ghost Allaround Tied  Tickled Trio Billy Hart La Place Demon,1,5.64
839,Generation Starwars,1,0,2000-01-01,Lash the Nineties,Alec Empire,Lash the Nineties Alec Empire Generation Starwars,1,10.56
840,Generation Starwars,2,0,2000-01-01,Stahl Und Blausaure,Alec Empire,Stahl Und Blausaure Alec Empire Generation Starwars,1,4.83
841,Generation Starwars,3,0,2000-01-01,13465,Alec Empire,13465 Alec Empire Generation Starwars,1,4.16
842,Generation Starwars,4,0,2000-01-01,Maschinenvolk,Alec Empire,Maschinenvolk Alec Empire Generation Starwars,1,7.65
843,Generation Starwars,5,0,2000-01-01,Sonyprostitutes,Alec Empire,Sonyprostitutes Alec Empire Generation Starwars,1,5.64
844,Generation Starwars,6,0,2000-01-01,Bluterote Nacht Uber Berlin,Alec Empire,Bluterote Nacht Uber Berlin Alec Empire Generation Starwars,1,6.98
845,Generation Starwars,7,0,2000-01-01,Pussy Heroin,Alec Empire,Pussy Heroin Alec Empire Generation Starwars,1,6.41
846,Generation Starwars,8,0,2000-01-01,New Acid,Alec Empire,New Acid Alec Empire Generation Starwars,1,6.43
847,Generation Starwars,9,0,2000-01-01,Smack,Alec Empire,Smack Alec Empire Generation Starwars,1,4.94
848,Generation Starwars,10,0,2000-01-01,NY Summer 1,Alec Empire,NY Summer 1 Alec Empire Generation Starwars,1,1.4
849,Generation Starwars,11,0,2000-01-01,Konsumfreiheit,Alec Empire,Konsumfreiheit Alec Empire Generation Starwars,1,5.22
850,Generation Starwars,12,0,2000-01-01,Microchipkinder,Alec Empire,Microchipkinder Alec Empire Generation Starwars,1,4.6
851,Generation Starwars,13,0,2000-01-01,Sieg Uber Die Mayday,Alec Empire,Sieg Uber Die Mayday Alec Empire Generation Starwars,1,5.23
852,Kagel Playback Play,1,0,2014-08-01,Playback Play,Mauricio Kagel Ensemble Musikfabrik,Playback Play Mauricio Kagel Ensemble Musikfabrik Kagel Playback Play,1,40.97
853,Songs From The Grass String Ranch,1,0,2000-08-08,Grass String Ranch,The Kentucky Headhunters,Grass String Ranch The Kentucky Headhunters Songs From The Grass String Ranch,1,4.27
854,Songs From The Grass String Ranch,2,0,2000-08-08,Back To The Sun,The Kentucky Headhunters,Back To The Sun The Kentucky Headhunters Songs From The Grass String Ranch,1,5.03
855,Songs From The Grass String Ranch,3,0,2000-08-08,Jessico,The Kentucky Headhunters,Jessico The Kentucky Headhunters Songs From The Grass String Ranch,1,3.38
856,Songs From The Grass String Ranch,4,0,2000-08-08,Once In A While,The Kentucky Headhunters,Once In A While The Kentucky Headhunters Songs From The Grass String Ranch,1,4.4
857,Songs From The Grass String Ranch,5,0,2000-08-08,Love That Woman,The Kentucky Headhunters,Love That Woman The Kentucky Headhunters Songs From The Grass String Ranch,1,3.81
858,Songs From The Grass String Ranch,6,0,2000-08-08,Too Much To Lose,The Kentucky Headhunters,Too Much To Lose The Kentucky Headhunters Songs From The Grass String Ranch,1,4.68
859,Songs From The Grass String Ranch,7,0,2000-08-08,Louisianna Coco,The Kentucky Headhunters,Louisianna Coco The Kentucky Headhunters Songs From The Grass String Ranch,1,3.97
860,Songs From The Grass String Ranch,8,0,2000-08-08,Country Life,The Kentucky Headhunters,Country Life The Kentucky Headhunters Songs From The Grass String Ranch,1,3.63
861,Songs From The Grass String Ranch,9,0,2000-08-08,Dryland Fish,The Kentucky Headhunters,Dryland Fish The Kentucky Headhunters Songs From The Grass String Ranch,1,5.49
862,Songs From The Grass String Ranch,10,0,2000-08-08,The Dreamin Kind,The Kentucky Headhunters,The Dreamin Kind The Kentucky Headhunters Songs From The Grass String Ranch,1,4.51
863,Songs From The Grass String Ranch,11,0,2000-08-08,I Wish I Knew,The Kentucky Headhunters,I Wish I Knew The Kentucky Headhunters Songs From The Grass String Ranch,1,4.96
864,Songs From The Grass String Ranch,12,0,2000-08-08,Rock On,The Kentucky Headhunters,Rock On The Kentucky Headhunters Songs From The Grass String Ranch,1,5.09
865,Fomf Fuck out My Face,1,1,2017-12-28,Fomf Fuck out My Face,Nuckles,Fomf Fuck out My Face Nuckles Fomf Fuck out My Face,1,3.38
866,Baptizing,1,0,2005-04-19,By The Side Of The Road,The Seldom Scene,By The Side Of The Road The Seldom Scene Baptizing,1,4.03
867,Baptizing,2,0,2005-04-19,Brother John,The Seldom Scene,Brother John The Seldom Scene Baptizing,1,3.0
868,Baptizing,3,0,2005-04-19,Dreaming Of A Little Cabin,The Seldom Scene,Dreaming Of A Little Cabin The Seldom Scene Baptizing,1,3.84
869,Baptizing,4,0,2005-04-19,Falling Leaves,The Seldom Scene,Falling Leaves The Seldom Scene Baptizing,1,3.3
870,Baptizing,5,0,2005-04-19,He Took Your Place,The Seldom Scene,He Took Your Place The Seldom Scene Baptizing,1,2.71
871,Baptizing,6,0,2005-04-19,Take Him In,The Seldom Scene,Take Him In The Seldom Scene Baptizing,1,2.15
872,Baptizing,7,0,2005-04-19,Hobo On A Freight Train To Heaven,The Seldom Scene,Hobo On A Freight Train To Heaven The Seldom Scene Baptizing,1,2.55
873,Baptizing,8,0,2005-04-19,Will You Be Ready To Go Home,The Seldom Scene,Will You Be Ready To Go Home The Seldom Scene Baptizing,1,2.48
874,Baptizing,9,0,2005-04-19,Were You There,The Seldom Scene,Were You There The Seldom Scene Baptizing,1,3.34
875,Baptizing,10,0,2005-04-19,Walk With Him Again,The Seldom Scene,Walk With Him Again The Seldom Scene Baptizing,1,2.71
876,Baptizing,11,0,2005-04-19,Gospel Medley,The Seldom Scene,Gospel Medley The Seldom Scene Baptizing,1,4.16
877,The Best Of Volume One,1,0,2000-11-28,Anthem for the Year 2000,Silverchair,Anthem for the Year 2000 Silverchair The Best Of Volume One,1,4.36
878,The Best Of Volume One,2,0,2000-11-28,Freak,Silverchair,Freak Silverchair The Best Of Volume One,1,3.77
879,The Best Of Volume One,3,0,2000-11-28,Anas Song Open Fire,Silverchair,Anas Song Open Fire Silverchair The Best Of Volume One,1,3.69
880,The Best Of Volume One,4,0,2000-11-28,Emotion Sickness,Silverchair,Emotion Sickness Silverchair The Best Of Volume One,1,6.01
881,The Best Of Volume One,5,0,2000-11-28,Israels Son,Silverchair,Israels Son Silverchair The Best Of Volume One,1,5.3
882,The Best Of Volume One,6,0,2000-11-28,Tomorrow,Silverchair,Tomorrow Silverchair The Best Of Volume One,1,4.44
883,The Best Of Volume One,7,0,2000-11-28,Cemetery,Silverchair,Cemetery Silverchair The Best Of Volume One,1,4.02
884,The Best Of Volume One,8,0,2000-11-28,The Door,Silverchair,The Door Silverchair The Best Of Volume One,1,3.57
885,The Best Of Volume One,9,0,2000-11-28,Miss You Love,Silverchair,Miss You Love Silverchair The Best Of Volume One,1,3.99
886,The Best Of Volume One,10,0,2000-11-28,Abuse Me,Silverchair,Abuse Me Silverchair The Best Of Volume One,1,4.01
887,The Best Of Volume One,11,0,2000-11-28,Pure Massacre,Silverchair,Pure Massacre Silverchair The Best Of Volume One,1,4.55
888,The Best Of Volume One,12,0,2000-11-28,Untitled,Silverchair,Untitled Silverchair The Best Of Volume One,1,3.49
889,The Best Of Volume One,13,0,2000-11-28,New Race,Silverchair,New Race Silverchair The Best Of Volume One,1,3.33
890,The Best Of Volume One,14,0,2000-11-28,Trash,Silverchair,Trash Silverchair The Best Of Volume One,1,2.74
891,The Best Of Volume One,15,0,2000-11-28,Anas Song Open Fire Acoustic ReMix,Silverchair,Anas Song Open Fire Acoustic ReMix Silverchair The Best Of Volume One,1,3.83
892,The Best Of Volume One,16,0,2000-11-28,Madman Vocal Mix,Silverchair,Madman Vocal Mix Silverchair The Best Of Volume One,1,2.72
893,The Best Of Volume One,17,0,2000-11-28,Blind,Silverchair,Blind Silverchair The Best Of Volume One,1,4.23
894,The Best Of Volume One,18,0,2000-11-28,Punk Song 2,Silverchair,Punk Song 2 Silverchair The Best Of Volume One,1,2.74
895,The Best Of Volume One,19,0,2000-11-28,Wasted Fix Me,Silverchair,Wasted Fix Me Silverchair The Best Of Volume One,1,1.84
896,The Best Of Volume One,20,0,2000-11-28,Minor Threat,Silverchair,Minor Threat Silverchair The Best Of Volume One,1,1.58
897,The Best Of Volume One,21,0,2000-11-28,Freak Remix for Us Rejects,Silverchair Paul Mac,Freak Remix for Us Rejects Silverchair Paul Mac The Best Of Volume One,1,4.2
898,Great Big Boy,1,0,1991-07-18,Running Up The Stairs,Leo Kottke,Running Up The Stairs Leo Kottke Great Big Boy,1,3.26
899,Great Big Boy,2,0,1991-07-18,The Other Day Near Santa Cruz,Leo Kottke,The Other Day Near Santa Cruz Leo Kottke Great Big Boy,1,2.92
900,Great Big Boy,3,0,1991-07-18,Great Big Boy,Leo Kottke,Great Big Boy Leo Kottke Great Big Boy,1,3.65
901,Great Big Boy,4,0,1991-07-18,Driver,Leo Kottke,Driver Leo Kottke Great Big Boy,1,3.55
902,Great Big Boy,5,0,1991-07-18,Pepe Hush,Leo Kottke,Pepe Hush Leo Kottke Great Big Boy,1,3.69
903,Great Big Boy,6,0,1991-07-18,Big Mob On The Hill,Leo Kottke,Big Mob On The Hill Leo Kottke Great Big Boy,1,2.7
904,Great Big Boy,7,0,1991-07-18,Ice Cream,Leo Kottke,Ice Cream Leo Kottke Great Big Boy,1,4.59
905,Great Big Boy,8,0,1991-07-18,Nothin Works,Leo Kottke,Nothin Works Leo Kottke Great Big Boy,1,2.89
906,Great Big Boy,9,0,1991-07-18,Summers Growing Old,Leo Kottke,Summers Growing Old Leo Kottke Great Big Boy,1,2.88
907,Great Big Boy,10,0,1991-07-18,I Still Miss Someone,Leo Kottke,I Still Miss Someone Leo Kottke Great Big Boy,1,3.47
908,Terminal Twilight,1,0,2011-08-11,Hawks Circle the Mountain,White Willow,Hawks Circle the Mountain White Willow Terminal Twilight,1,7.16
909,Terminal Twilight,2,0,2011-08-11,Snowswept,White Willow,Snowswept White Willow Terminal Twilight,1,4.21
910,Terminal Twilight,3,0,2011-08-11,Kansas Regrets,White Willow,Kansas Regrets White Willow Terminal Twilight,1,4.66
911,Terminal Twilight,4,0,2011-08-11,Red Leaves,White Willow,Red Leaves White Willow Terminal Twilight,1,8.67
912,Terminal Twilight,5,0,2011-08-11,Floor 67,White Willow,Floor 67 White Willow Terminal Twilight,1,9.91
913,Terminal Twilight,6,0,2011-08-11,Natasha of the Burning Woods,White Willow,Natasha of the Burning Woods White Willow Terminal Twilight,1,6.48
914,Terminal Twilight,7,0,2011-08-11,Searise,White Willow,Searise White Willow Terminal Twilight,1,13.19
915,Terminal Twilight,8,0,2011-08-11,A Rumour of Twilight,White Willow,A Rumour of Twilight White Willow Terminal Twilight,1,2.63
916,Terminal Twilight,9,0,2011-08-11,The Howling Wind,White Willow,The Howling Wind White Willow Terminal Twilight,1,5.31
917,Harass Me,1,0,2018-12-06,Harass Me,Nuckles,Harass Me Nuckles Harass Me,1,3.32
918,Sickem,1,1,1992-05-01,Chow Down,7 Year Bitch,Chow Down 7 Year Bitch Sickem,1,3.07
919,Sickem,2,1,1992-05-01,Tired Of Nothing,7 Year Bitch,Tired Of Nothing 7 Year Bitch Sickem,1,2.25
920,Sickem,3,1,1992-05-01,Knot,7 Year Bitch,Knot 7 Year Bitch Sickem,1,5.14
921,Sickem,4,1,1992-05-01,In Lust You Trust,7 Year Bitch,In Lust You Trust 7 Year Bitch Sickem,1,3.42
922,Sickem,5,1,1992-05-01,Sink,7 Year Bitch,Sink 7 Year Bitch Sickem,1,3.32
923,Sickem,6,1,1992-05-01,Gun,7 Year Bitch,Gun 7 Year Bitch Sickem,1,2.28
924,Sickem,7,1,1992-05-01,Lorna,7 Year Bitch,Lorna 7 Year Bitch Sickem,1,1.94
925,Sickem,8,1,1992-05-01,You Smell Lonely,7 Year Bitch,You Smell Lonely 7 Year Bitch Sickem,1,2.07
926,Sickem,9,1,1992-05-01,No Fucking War,7 Year Bitch,No Fucking War 7 Year Bitch Sickem,1,1.89
927,Sickem,10,1,1992-05-01,Dead Men Dont Rape,7 Year Bitch,Dead Men Dont Rape 7 Year Bitch Sickem,1,2.79
928,Sickem,11,1,1992-05-01,8Ball Deluxe,7 Year Bitch,8Ball Deluxe 7 Year Bitch Sickem,1,2.88
929,Sickem,12,1,1992-05-01,Can We Laugh Now,7 Year Bitch,Can We Laugh Now 7 Year Bitch Sickem,1,2.55
930,Kill Rock Stars,1,0,2005-01-01,Girl Germs,Bratmobile,Girl Germs Bratmobile Kill Rock Stars,1,1.75
931,Kill Rock Stars,2,0,2005-01-01,Loch Ness,Some Velvet Sidewalk,Loch Ness Some Velvet Sidewalk Kill Rock Stars,1,2.28
932,Kill Rock Stars,3,0,2005-01-01,Dont Mix the Colors,Courtney Love,Dont Mix the Colors Courtney Love Kill Rock Stars,1,1.8
933,Kill Rock Stars,4,0,2005-01-01,NOU Cooking With Gas,Nation of Ulysses,NOU Cooking With Gas Nation of Ulysses Kill Rock Stars,1,3.95
934,Kill Rock Stars,5,0,2005-01-01,You Speak Jealousy,Unwound,You Speak Jealousy Unwound Kill Rock Stars,1,3.23
935,Kill Rock Stars,6,0,2005-01-01,Narrow,Mecca Normal,Narrow Mecca Normal Kill Rock Stars,1,3.15
936,Kill Rock Stars,7,0,2005-01-01,My Red Self,Heavens To Betsy,My Red Self Heavens To Betsy Kill Rock Stars,1,3.79
937,Kill Rock Stars,8,0,2005-01-01,Strong Warm and in Command,Steve Fisk,Strong Warm and in Command Steve Fisk Kill Rock Stars,1,5.02
938,Kill Rock Stars,9,0,2005-01-01,Feels Blind,Bikini Kill,Feels Blind Bikini Kill Kill Rock Stars,1,3.6
939,Kill Rock Stars,10,0,2005-01-01,Reaper Song,Witchy Poo,Reaper Song Witchy Poo Kill Rock Stars,1,1.68
940,Kill Rock Stars,11,0,2005-01-01,Ever Since My Accident,Melvins,Ever Since My Accident Melvins Kill Rock Stars,1,0.83
941,Kill Rock Stars,12,0,2005-01-01,Immediate Impound Zone,Infamous Menagerie,Immediate Impound Zone Infamous Menagerie Kill Rock Stars,1,5.9
942,Kill Rock Stars,13,0,2005-01-01,Make You Come,Kicking Giant,Make You Come Kicking Giant Kill Rock Stars,1,1.18
943,Kill Rock Stars,14,0,2005-01-01,Everybody and Their Dog,Fitz of Depression,Everybody and Their Dog Fitz of Depression Kill Rock Stars,1,1.53
944,Kill Rock Stars,15,0,2005-01-01,Red Dress,Jad Fair,Red Dress Jad Fair Kill Rock Stars,1,2.87
945,Kill Rock Stars,16,0,2005-01-01,8Ball Deluxe,7 Year Bitch,8Ball Deluxe 7 Year Bitch Kill Rock Stars,1,2.75
946,Kill Rock Stars,17,0,2005-01-01,IOU,Kreviss,IOU Kreviss Kill Rock Stars,1,2.37
947,Enjoy Incubus,1,0,1997-01-01,You Will Be A Hot Dancer,Incubus,You Will Be A Hot Dancer Incubus Enjoy Incubus,1,4.28
948,Enjoy Incubus,2,0,1997-01-01,Shaft,Incubus,Shaft Incubus Enjoy Incubus,1,3.42
949,Enjoy Incubus,3,0,1997-01-01,Take Me to Your Leader,Incubus,Take Me to Your Leader Incubus Enjoy Incubus,1,4.72
950,Enjoy Incubus,4,0,1997-01-01,Version,Incubus,Version Incubus Enjoy Incubus,1,4.29
951,Enjoy Incubus,5,0,1997-01-01,Azwethinkweiz,Incubus,Azwethinkweiz Incubus Enjoy Incubus,1,3.8
952,Enjoy Incubus,6,0,1997-01-01,Hilikus,Incubus,Hilikus Incubus Enjoy Incubus,1,3.93
953,Enjoy Incubus,7,0,1997-01-01,Hidden Bonus,Incubus,Hidden Bonus Incubus Enjoy Incubus,1,4.16
954,My Squad Moskva,1,0,2019-03-06,My Squad Moskva,Nuckles,My Squad Moskva Nuckles My Squad Moskva,1,3.67
955,Seven Turns,1,0,1990-07-03,Good Clean Fun,Allman Brothers Band,Good Clean Fun Allman Brothers Band Seven Turns,1,5.14
956,Seven Turns,2,0,1990-07-03,Let Me Ride,Allman Brothers Band,Let Me Ride Allman Brothers Band Seven Turns,1,4.61
957,Seven Turns,3,0,1990-07-03,Low Down Dirty Mean,Allman Brothers Band,Low Down Dirty Mean Allman Brothers Band Seven Turns,1,5.51
958,Seven Turns,4,0,1990-07-03,Shine It On,Allman Brothers Band,Shine It On Allman Brothers Band Seven Turns,1,4.86
959,Seven Turns,5,0,1990-07-03,Loaded Dice,Allman Brothers Band,Loaded Dice Allman Brothers Band Seven Turns,1,3.49
960,Seven Turns,6,0,1990-07-03,Seven Turns,Allman Brothers Band,Seven Turns Allman Brothers Band Seven Turns,1,5.08
961,Seven Turns,7,0,1990-07-03,Gamblers Roll,Allman Brothers Band,Gamblers Roll Allman Brothers Band Seven Turns,1,6.73
962,Seven Turns,8,0,1990-07-03,True Gravity,Allman Brothers Band,True Gravity Allman Brothers Band Seven Turns,1,7.96
963,Seven Turns,9,0,1990-07-03,It Aint Over Yet,Allman Brothers Band,It Aint Over Yet Allman Brothers Band Seven Turns,1,4.89
964,A Decade Of Hits,1,0,1973-01-01,The Devil Went Down to Georgia,The Charlie Daniels Band,The Devil Went Down to Georgia The Charlie Daniels Band A Decade Of Hits,1,3.58
965,A Decade Of Hits,2,0,1973-01-01,The Souths Gonna Do It Again,The Charlie Daniels Band,The Souths Gonna Do It Again The Charlie Daniels Band A Decade Of Hits,1,3.96
966,A Decade Of Hits,3,0,1973-01-01,Strokers Theme,The Charlie Daniels Band,Strokers Theme The Charlie Daniels Band A Decade Of Hits,1,2.82
967,A Decade Of Hits,4,0,1973-01-01,Uneasy Rider,The Charlie Daniels Band,Uneasy Rider The Charlie Daniels Band A Decade Of Hits,1,5.31
968,A Decade Of Hits,5,0,1973-01-01,Let It Roll,The Charlie Daniels Band,Let It Roll The Charlie Daniels Band A Decade Of Hits,1,2.88
969,A Decade Of Hits,6,0,1973-01-01,In America,The Charlie Daniels Band,In America The Charlie Daniels Band A Decade Of Hits,1,3.31
970,A Decade Of Hits,7,0,1973-01-01,Still In Saigon,The Charlie Daniels Band,Still In Saigon The Charlie Daniels Band A Decade Of Hits,1,3.86
971,A Decade Of Hits,8,0,1973-01-01,Long Haired Country Boy,The Charlie Daniels Band,Long Haired Country Boy The Charlie Daniels Band A Decade Of Hits,1,4.0
972,A Decade Of Hits,9,0,1973-01-01,The Legend Of Wooley Swamp,The Charlie Daniels Band,The Legend Of Wooley Swamp The Charlie Daniels Band A Decade Of Hits,1,4.24
973,A Decade Of Hits,10,0,1973-01-01,Everytime I See Him,The Charlie Daniels Band,Everytime I See Him The Charlie Daniels Band A Decade Of Hits,1,3.35
974,Stories I Could Tell,1,0,2010-01-22,Not Quite You and Me,Rebecca Hickman,Not Quite You and Me Rebecca Hickman Stories I Could Tell,1,4.43
975,Stories I Could Tell,2,0,2010-01-22,34 to 96,Rebecca Hickman,34 to 96 Rebecca Hickman Stories I Could Tell,1,3.7
976,Stories I Could Tell,3,0,2010-01-22,Serenity,Rebecca Hickman,Serenity Rebecca Hickman Stories I Could Tell,1,3.35
977,Stories I Could Tell,4,0,2010-01-22,Ridin Shotgun,Rebecca Hickman,Ridin Shotgun Rebecca Hickman Stories I Could Tell,1,3.59
978,Stories I Could Tell,5,0,2010-01-22,Simple,Rebecca Hickman,Simple Rebecca Hickman Stories I Could Tell,1,3.67
979,Stories I Could Tell,6,0,2010-01-22,Across the Pond,Rebecca Hickman,Across the Pond Rebecca Hickman Stories I Could Tell,1,4.82
980,Stories I Could Tell,7,0,2010-01-22,Wild Ride,Rebecca Hickman,Wild Ride Rebecca Hickman Stories I Could Tell,1,3.46
981,Stories I Could Tell,8,0,2010-01-22,This Dance,Rebecca Hickman,This Dance Rebecca Hickman Stories I Could Tell,1,3.52
982,Stories I Could Tell,9,0,2010-01-22,Dave,Rebecca Hickman,Dave Rebecca Hickman Stories I Could Tell,1,2.68
983,Stories I Could Tell,10,0,2010-01-22,66 Falcon,Rebecca Hickman,66 Falcon Rebecca Hickman Stories I Could Tell,1,4.14
984,A Valid Path,1,0,2004-01-01,Return to Tunguska,Alan Parsons,Return to Tunguska Alan Parsons A Valid Path,1,8.81
985,A Valid Path,2,0,2004-01-01,More Lost Without You,Alan Parsons,More Lost Without You Alan Parsons A Valid Path,1,3.34
986,A Valid Path,3,0,2004-01-01,Mammagamma 04,Alan Parsons,Mammagamma 04 Alan Parsons A Valid Path,1,5.1
987,A Valid Path,4,0,2004-01-01,We Play the Game,Alan Parsons,We Play the Game Alan Parsons A Valid Path,1,5.55
988,A Valid Path,5,0,2004-01-01,Tijuaniac,Alan Parsons,Tijuaniac Alan Parsons A Valid Path,1,5.36
989,A Valid Path,6,0,2004-01-01,L’Arc en Ciel,Alan Parsons,L’Arc en Ciel Alan Parsons A Valid Path,1,5.43
990,A Valid Path,7,0,2004-01-01,A Recurring Dream Within a Dream,Alan Parsons,A Recurring Dream Within a Dream Alan Parsons A Valid Path,1,4.11
